"ID","lista_anterior","ordem","familia","especie","categoria"
"ANEXO II. LISTA OFICIAL DE ESPÉCIES EXTINTAS DA FAUNA BRASILEIRA","ANEXO II. LISTA OFICIAL DE ESPÉCIES EXTINTAS DA FAUNA BRASILEIRA","ANEXO II. LISTA OFICIAL DE ESPÉCIES EXTINTAS DA FAUNA BRASILEIRA","ANEXO II. LISTA OFICIAL DE ESPÉCIES EXTINTAS DA FAUNA BRASILEIRA","ANEXO II. LISTA OFICIAL DE ESPÉCIES EXTINTAS DA FAUNA BRASILEIRA","ANEXO II. LISTA OFICIAL DE ESPÉCIES EXTINTAS DA FAUNA BRASILEIRA"
"","#","Ordem","Família","Espécie ou Subespécie","Categoria"
"","","ANFÍBIOS","ANFÍBIOS","ANFÍBIOS",""
"1","","Anura","Hylidae","Boana cymbalum","EX"
"2","*","Anura","Phyllomedusidae","Phrynomedusa fimbriata","EX"
"","","AVES","AVES","AVES",""
"3","*","Charadriiformes","Scolopacidae","Numenius borealis","RE"
"4","*","Passeriformes","Furnariidae","Cichlocolaptes mazarbarnetti","EX"
"5","*","Passeriformes","Furnariidae","Philydor novaesi","EX"
"6","*","Passeriformes","Icteridae","Leistes defilippii","RE"
"7","*","Psittaciformes","Psittacidae","Anodorhynchus glaucus","RE"
"8","*","Strigiformes","Strigidae","Glaucidium mooreorum","EX"
"","","MAMÍFEROS","MAMÍFEROS","MAMÍFEROS",""
"9","*","Rodentia","Cricetidae","Noronhomys vespuccii","EX"
"","","","","",""
"*","","Espécies constantes na Lista anterior (2014)","Espécies constantes na Lista anterior (2014)","",""
"EX","","Extinta","","",""
"RE","","Regionalmente Extinta (Extinta no Brasil)","Regionalmente Extinta (Extinta no Brasil)","",""
"","","","","",""
