"componente","grupo","familia","ordem","especie","categoria_portaria148","lista_anterior"
"Fauna","Invertebrados terrestres","Nicoletiidae","Zygentoma","Cubacubana spelaea","VU","nao"
"Fauna","Anfibios","Aromobatidae","Anura","Anomaloglossus apiau","EN","nao"
"Fauna","Anfibios","Aromobatidae","Anura","Anomaloglossus tepequem","CR (PEX)","nao"
"Fauna","Anfibios","Brachycephalidae","Anura","Brachycephalus mirissimus","VU","nao"
"Fauna","Anfibios","Brachycephalidae","Anura","Brachycephalus pernix","CR","sim"
"Fauna","Anfibios","Brachycephalidae","Anura","Brachycephalus quiririensis","EN","nao"
"Fauna","Anfibios","Brachycephalidae","Anura","Ischnocnema epipeda","CR (PEX)","nao"
"Fauna","Anfibios","Brachycephalidae","Anura","Ischnocnema garciai","CR","nao"
"Fauna","Anfibios","Brachycephalidae","Anura","Ischnocnema karst","VU","nao"
"Fauna","Anfibios","Brachycephalidae","Anura","Ischnocnema manezinho","EN","sim"
"Fauna","Anfibios","Bufonidae","Anura","Melanophryniscus admirabilis","CR","sim"
"Fauna","Anfibios","Bufonidae","Anura","Melanophryniscus biancae","EN","nao"
"Fauna","Anfibios","Bufonidae","Anura","Melanophryniscus cambaraensis","EN","sim"
"Fauna","Anfibios","Bufonidae","Anura","Melanophryniscus dorsalis","VU","sim"
"Fauna","Anfibios","Bufonidae","Anura","Melanophryniscus klappenbachi","VU","nao"
"Fauna","Anfibios","Bufonidae","Anura","Melanophryniscus macrogranulosus","EN","sim"
"Fauna","Anfibios","Bufonidae","Anura","Melanophryniscus montevidensis","VU","nao"
"Fauna","Anfibios","Bufonidae","Anura","Melanophryniscus setiba","VU","sim"
"Fauna","Anfibios","Bufonidae","Anura","Rhinella casconi","CR","nao"
"Fauna","Anfibios","Ceratophryidae","Anura","Ceratophrys ornata","CR (PEX)","nao"
"Fauna","Anfibios","Cycloramphidae","Anura","Cycloramphus diringshofeni","CR","sim"
"Fauna","Anfibios","Cycloramphidae","Anura","Cycloramphus faustoi","VU","sim"
"Fauna","Anfibios","Cycloramphidae","Anura","Cycloramphus stejnegeri","CR (PEX)","nao"
"Fauna","Anfibios","Cycloramphidae","Anura","Thoropa lutzi","CR (PEX)","nao"
"Fauna","Anfibios","Cycloramphidae","Anura","Thoropa petropolitana","CR (PEX)","sim"
"Fauna","Anfibios","Eleutherodactylidae","Anura","Adelophryne maranguapensis","CR","sim"
"Fauna","Anfibios","Hylidae","Anura","Boana buriti","VU","nao"
"Fauna","Anfibios","Hylidae","Anura","Bokermannohyla napolii","VU","nao"
"Fauna","Anfibios","Hylidae","Anura","Bokermannohyla vulcaniae","EN","sim"
"Fauna","Anfibios","Hylidae","Anura","Nyctimantis pomba","CR","sim"
"Fauna","Anfibios","Hylidae","Anura","Scinax alcatraz","VU","sim"
"Fauna","Anfibios","Hylidae","Anura","Scinax faivovichi","VU","sim"
"Fauna","Anfibios","Hylidae","Anura","Scinax muriciensis","CR","nao"
"Fauna","Anfibios","Hylidae","Anura","Scinax peixotoi","CR (PEX)","sim"
"Fauna","Anfibios","Hylidae","Anura","Scinax pinimus","VU","nao"
"Fauna","Anfibios","Hylidae","Anura","Sphaenorhynchus bromelicola","EN","nao"
"Fauna","Anfibios","Hylidae","Anura","Sphaenorhynchus cammaeus","CR","nao"
"Fauna","Anfibios","Hylidae","Anura","Sphaenorhynchus canga","CR","nao"
"Fauna","Anfibios","Hylidae","Anura","Xenohyla truncata","VU","sim"
"Fauna","Anfibios","Hylodidae","Anura","Crossodactylus boulengeri","CR (PEX)","nao"
"Fauna","Anfibios","Hylodidae","Anura","Crossodactylus dantei","CR","sim"
"Fauna","Anfibios","Hylodidae","Anura","Crossodactylus dispar","CR (PEX)","nao"
"Fauna","Anfibios","Hylodidae","Anura","Crossodactylus franciscanus","CR (PEX)","nao"
"Fauna","Anfibios","Hylodidae","Anura","Hylodes glaber","CR (PEX)","nao"
"Fauna","Anfibios","Hylodidae","Anura","Hylodes magalhaesi","VU","nao"
"Fauna","Anfibios","Hylodidae","Anura","Hylodes mertensi","CR","nao"
"Fauna","Anfibios","Hylodidae","Anura","Hylodes sazimai","EN","nao"
"Fauna","Anfibios","Leptodactylidae","Anura","Crossodactylodes itambe","CR","nao"
"Fauna","Anfibios","Leptodactylidae","Anura","Crossodactylodes izecksohni","EN","nao"
"Fauna","Anfibios","Leptodactylidae","Anura","Paratelmatobius lutzii","CR (PEX)","sim"
"Fauna","Anfibios","Leptodactylidae","Anura","Physalaemus soaresi","CR","sim"
"Fauna","Anfibios","Microhylidae","Anura","Chiasmocleis alagoana","VU","sim"
"Fauna","Anfibios","Odontophrynidae","Anura","Proceratophrys ararype","CR","nao"
"Fauna","Anfibios","Odontophrynidae","Anura","Proceratophrys palustris","CR","sim"
"Fauna","Anfibios","Odontophrynidae","Anura","Proceratophrys sanctaritae","CR","sim"
"Fauna","Anfibios","Phyllomedusidae","Anura","Phrynomedusa marginata","CR (PEX)","nao"
"Fauna","Anfibios","Phyllomedusidae","Anura","Phrynomedusa vanzolinii","CR (PEX)","nao"
"Fauna","Anfibios","Phyllomedusidae","Anura","Pithecopus rusticus","CR","nao"
"Fauna","Anfibios","Strabomantidae","Anura","Euparkerella robusta","CR","nao"
"Fauna","Anfibios","Strabomantidae","Anura","Holoaden bradei","CR (PEX)","sim"
"Fauna","Repteis","Amphisbaenidae","Squamata","Amphisbaena arda","EN","sim"
"Fauna","Repteis","Amphisbaenidae","Squamata","Amphisbaena frontalis","EN","sim"
"Fauna","Repteis","Amphisbaenidae","Squamata","Amphisbaena nigricauda","EN","sim"
"Fauna","Repteis","Amphisbaenidae","Squamata","Amphisbaena supernumeraria","EN","sim"
"Fauna","Repteis","Amphisbaenidae","Squamata","Amphisbaena uroxena","EN","sim"
"Fauna","Repteis","Amphisbaenidae","Squamata","Leposternon kisteumacheri","VU","sim"
"Fauna","Repteis","Amphisbaenidae","Squamata","Leposternon octostegum","EN","sim"
"Fauna","Repteis","Amphisbaenidae","Squamata","Leposternon scutigerum","EN","sim"
"Fauna","Repteis","Boidae","Squamata","Corallus cropanii","VU","sim"
"Fauna","Repteis","Dactyloidae","Squamata","Dactyloa nasofrontalis","VU","sim"
"Fauna","Repteis","Dactyloidae","Squamata","Dactyloa pseudotigrina","VU","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Apostolepis arenaria","EN","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Apostolepis gaboi","EN","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Apostolepis quirogai","EN","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Apostolepis striata","EN","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Atractus caete","EN","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Atractus ronnie","EN","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Atractus thalesdelemai","EN","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Calamodontophis ronaldoi","EN","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Ditaxodon taeniatus","VU","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Echinanthera cephalomaculata","VU","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Phalotris multipunctatus","EN","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Philodryas livida","VU","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Rodriguesophis chui","EN","sim"
"Fauna","Repteis","Dipsadidae","Squamata","Rodriguesophis scriptorcibatus","EN","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Bachia didactyla","EN","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Bachia psamophila","CR","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Calyptommatus leiolepis","EN","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Calyptommatus nicterus","EN","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Calyptommatus sinebrachiatus","EN","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Colobodactylus dalcyanus","EN","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Heterodactylus lundii","VU","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Heterodactylus septentrionalis","EN","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Leposoma annectans","VU","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Leposoma baturitensis","EN","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Leposoma nanodactylus","EN","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Leposoma puk","EN","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Placosoma cipoense","EN","sim"
"Fauna","Repteis","Gymnophthalmidae","Squamata","Procellosaurinus tetradactylus","EN","sim"
"Fauna","Repteis","Leiosauridae","Squamata","Enyalius erythroceneus","CR","sim"
"Fauna","Repteis","Liolaemidae","Squamata","Liolaemus arambarensis","EN","sim"
"Fauna","Repteis","Liolaemidae","Squamata","Liolaemus lutzae","CR","sim"
"Fauna","Repteis","Liolaemidae","Squamata","Liolaemus occipitalis","VU","sim"
"Fauna","Repteis","Mabuyidae","Squamata","Brasiliscincus caissara","EN","sim"
"Fauna","Repteis","Phyllodactylidae","Squamata","Homonota uruguayensis","VU","sim"
"Fauna","Repteis","Sphaerodactylidae","Squamata","Coleodactylus natalensis","EN","sim"
"Fauna","Repteis","Sphaerodactylidae","Squamata","Gonatodes tapajonicus","EN","sim"
"Fauna","Repteis","Teiidae","Squamata","Ameiva parecis","EN","sim"
"Fauna","Repteis","Teiidae","Squamata","Ameivula nativo","EN","sim"
"Fauna","Repteis","Teiidae","Squamata","Contomastix vacariensis","VU","sim"
"Fauna","Repteis","Teiidae","Squamata","Glaucomastix abaetensis","EN","sim"
"Fauna","Repteis","Teiidae","Squamata","Glaucomastix littoralis","EN","sim"
"Fauna","Repteis","Teiidae","Squamata","Kentropyx vanzoi","VU","sim"
"Fauna","Repteis","Tropidophiidae","Squamata","Tropidophis grapiuna","VU","sim"
"Fauna","Repteis","Tropiduridae","Squamata","Eurolophosaurus amathites","EN","sim"
"Fauna","Repteis","Tropiduridae","Squamata","Stenocercus azureus","EN","sim"
"Fauna","Repteis","Tropiduridae","Squamata","Stenocercus dumerilii","VU","sim"
"Fauna","Repteis","Tropiduridae","Squamata","Tropidurus erythrocephalus","VU","sim"
"Fauna","Repteis","Tropiduridae","Squamata","Tropidurus hygomi","VU","sim"
"Fauna","Repteis","Tropiduridae","Squamata","Tropidurus imbituba","CR","sim"
"Fauna","Repteis","Tropiduridae","Squamata","Tropidurus psammonastes","EN","sim"
"Fauna","Repteis","Viperidae","Squamata","Bothrops alcatraz","CR","sim"
"Fauna","Repteis","Viperidae","Squamata","Bothrops insularis","CR","sim"
"Fauna","Repteis","Viperidae","Squamata","Bothrops muriciensis","EN","sim"
"Fauna","Repteis","Viperidae","Squamata","Bothrops otavioi","CR","sim"
"Fauna","Repteis","Viperidae","Squamata","Bothrops pirajai","EN","sim"
"Fauna","Repteis","Chelidae","Testudines","Ranacephala hogei","VU","sim"
"Fauna","Repteis","Cheloniidae","Testudines","Caretta caretta","VU","sim"
"Fauna","Repteis","Cheloniidae","Testudines","Eretmochelys imbricata","EN","sim"
"Fauna","Repteis","Cheloniidae","Testudines","Lepidochelys olivacea","VU","sim"
"Fauna","Repteis","Dermochelyidae","Testudines","Dermochelys coriacea","CR","sim"
"Fauna","Aves","Accipitridae","Accipitriformes","Amadonastur lacernulatus","VU","sim"
"Fauna","Aves","Accipitridae","Accipitriformes","Circus cinereus","VU","sim"
"Fauna","Aves","Accipitridae","Accipitriformes","Harpia harpyja","VU","sim"
"Fauna","Aves","Accipitridae","Accipitriformes","Leptodon forbesi","EN","sim"
"Fauna","Aves","Accipitridae","Accipitriformes","Morphnus guianensis","VU","sim"
"Fauna","Aves","Accipitridae","Accipitriformes","Urubitinga coronata","EN","sim"
"Fauna","Aves","Anatidae","Anseriformes","Mergus octosetaceus","CR","sim"
"Fauna","Aves","Trochilidae","Apodiformes","Augastes lumachella","EN","sim"
"Fauna","Aves","Trochilidae","Apodiformes","Campylopterus calcirupicola","EN","nao"
"Fauna","Aves","Trochilidae","Apodiformes","Colibri delphinae greenewalti","EN","nao"
"Fauna","Aves","Trochilidae","Apodiformes","Discosura langsdorffi langsdorffi","EN","sim"
"Fauna","Aves","Trochilidae","Apodiformes","Glaucis dohrnii","VU","sim"
"Fauna","Aves","Trochilidae","Apodiformes","Lophornis gouldii","VU","sim"
"Fauna","Aves","Trochilidae","Apodiformes","Phaethornis aethopygus","VU","sim"
"Fauna","Aves","Trochilidae","Apodiformes","Phaethornis major","VU","sim"
"Fauna","Aves","Trochilidae","Apodiformes","Phaethornis margarettae","EN","sim"
"Fauna","Aves","Trochilidae","Apodiformes","Thalurania watertonii","EN","sim"
"Fauna","Aves","Caprimulgidae","Caprimulgiformes","Hydropsalis candicans","EN","sim"
"Fauna","Aves","Caprimulgidae","Caprimulgiformes","Nyctiprogne vielliardi","EN","nao"
"Fauna","Aves","Burhinidae","Charadriiformes","Burhinus bistriatus","VU","nao"
"Fauna","Aves","Charadriidae","Charadriiformes","Charadrius wilsonia","VU","sim"
"Fauna","Aves","Laridae","Charadriiformes","Sterna dougallii","VU","sim"
"Fauna","Aves","Laridae","Charadriiformes","Sterna hirundinacea","VU","sim"
"Fauna","Aves","Laridae","Charadriiformes","Thalasseus acuflavidus","VU","nao"
"Fauna","Aves","Laridae","Charadriiformes","Thalasseus maximus","EN","sim"
"Fauna","Aves","Scolopacidae","Charadriiformes","Calidris canutus","VU","sim"
"Fauna","Aves","Scolopacidae","Charadriiformes","Calidris pusilla","EN","sim"
"Fauna","Aves","Scolopacidae","Charadriiformes","Calidris subruficollis","VU","sim"
"Fauna","Aves","Scolopacidae","Charadriiformes","Limnodromus griseus","EN","sim"
"Fauna","Aves","Scolopacidae","Charadriiformes","Numenius hudsonicus","VU","nao"
"Fauna","Aves","Columbidae","Columbiformes","Columbina cyanopis","CR","sim"
"Fauna","Aves","Columbidae","Columbiformes","Paraclaravis geoffroyi","CR (PEX)","sim"
"Fauna","Aves","Momotidae","Coraciiformes","Momotus momota marcgraviana","EN","sim"
"Fauna","Aves","Cuculidae","Cuculiformes","Neomorphus geoffroyi","VU","sim"
"Fauna","Aves","Cuculidae","Cuculiformes","Neomorphus geoffroyi amazonicus","VU","sim"
"Fauna","Aves","Cuculidae","Cuculiformes","Neomorphus geoffroyi dulcis","EN","sim"
"Fauna","Aves","Cuculidae","Cuculiformes","Neomorphus geoffroyi geoffroyi","CR (PEX)","sim"
"Fauna","Aves","Cuculidae","Cuculiformes","Neomorphus squamiger","VU","sim"
"Fauna","Aves","Bucconidae","Galbuliformes","Malacoptila minor","VU","nao"
"Fauna","Aves","Bucconidae","Galbuliformes","Monasa morphoeus morphoeus","EN","sim"
"Fauna","Aves","Cracidae","Galliformes","Aburria cujubi","VU","nao"
"Fauna","Aves","Cracidae","Galliformes","Aburria jacutinga","EN","sim"
"Fauna","Aves","Cracidae","Galliformes","Crax blumenbachii","EN","sim"
"Fauna","Aves","Cracidae","Galliformes","Crax fasciolata pinima","CR","sim"
"Fauna","Aves","Cracidae","Galliformes","Crax globulosa","EN","sim"
"Fauna","Aves","Cracidae","Galliformes","Ortalis remota","CR","sim"
"Fauna","Aves","Cracidae","Galliformes","Pauxi mitu","EW","sim"
"Fauna","Aves","Cracidae","Galliformes","Penelope jacucaca","VU","sim"
"Fauna","Aves","Cracidae","Galliformes","Penelope pileata","VU","sim"
"Fauna","Aves","Cracidae","Galliformes","Penelope superciliaris alagoensis","CR","sim"
"Fauna","Aves","Odontophoridae","Galliformes","Odontophorus capueira plumbeicollis","CR","sim"
"Fauna","Aves","Psophiidae","Gruiformes","Psophia dextralis","VU","sim"
"Fauna","Aves","Psophiidae","Gruiformes","Psophia interjecta","EN","sim"
"Fauna","Aves","Psophiidae","Gruiformes","Psophia obscura","CR","sim"
"Fauna","Aves","Psophiidae","Gruiformes","Psophia viridis","VU","nao"
"Fauna","Aves","Rallidae","Gruiformes","Laterallus spilopterus","EN","sim"
"Fauna","Aves","Rallidae","Gruiformes","Laterallus xenopterus","EN","nao"
"Fauna","Aves","Nyctibiidae","Nyctibiiformes","Nyctibius aethereus aethereus","EN","sim"
"Fauna","Aves","Nyctibiidae","Nyctibiiformes","Nyctibius leucopterus","CR","sim"
"Fauna","Aves","Cardinalidae","Passeriformes","Granatellus pelzelni paraensis","VU","nao"
"Fauna","Aves","Conopophagidae","Passeriformes","Conopophaga cearae","EN","sim"
"Fauna","Aves","Conopophagidae","Passeriformes","Conopophaga lineata lineata","VU","sim"
"Fauna","Aves","Corvidae","Passeriformes","Cyanocorax hafferi","VU","sim"
"Fauna","Aves","Cotingidae","Passeriformes","Cotinga maculata","EN","sim"
"Fauna","Aves","Cotingidae","Passeriformes","Lipaugus conditus","VU","sim"
"Fauna","Aves","Cotingidae","Passeriformes","Procnias albus wallacei","VU","sim"
"Fauna","Aves","Cotingidae","Passeriformes","Xipholena atropurpurea","VU","sim"
"Fauna","Aves","Cotingidae","Passeriformes","Xipholena lamellipennis","VU","nao"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Campylorhamphus cardosoi","VU","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Campylorhamphus multostriatus","VU","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Campylorhamphus trochilirostris trochilirostris","VU","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Dendrexetastes rufigula paraensis","VU","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Dendrocincla merula badia","VU","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Dendrocincla taunayi","EN","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Dendrocolaptes medius","VU","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Dendrocolaptes retentus","VU","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Dendrocolaptes transfasciatus","VU","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Hylexetastes brigidai","VU","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Hylexetastes uniformis","VU","nao"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Xiphocolaptes carajaensis","VU","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Xiphocolaptes falcirostris","VU","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Xiphorhynchus atlanticus","VU","sim"
"Fauna","Aves","Dendrocolaptidae","Passeriformes","Xiphorhynchus guttatoides gracilirostris","EN","sim"
"Fauna","Aves","Formicariidae","Passeriformes","Chamaeza nobilis fulvipectus","VU","sim"
"Fauna","Aves","Fringillidae","Passeriformes","Spinus yarrellii","VU","sim"
"Fauna","Aves","Furnariidae","Passeriformes","Acrobatornis fonsecai","VU","sim"
"Fauna","Aves","Furnariidae","Passeriformes","Anabazenops dorsalis","VU","nao"
"Fauna","Aves","Furnariidae","Passeriformes","Asthenes hudsoni","VU","sim"
"Fauna","Aves","Furnariidae","Passeriformes","Asthenes luizae","EN","nao"
"Fauna","Aves","Furnariidae","Passeriformes","Automolus lammi","EN","sim"
"Fauna","Aves","Furnariidae","Passeriformes","Cinclodes espinhacensis","EN","sim"
"Fauna","Aves","Furnariidae","Passeriformes","Coryphistera alaudina","CR","sim"
